INST_NM,CERT_NBR,BranchNBR,INST_DEPOSIT,id
Commercial Trust Company of Fayette,9791,2,108236,8329
Community State Bank of Missouri,1936,2,191996,8330
Bank of Grain Valley,8564,2,65938,8331
Bank of Odessa,9803,2,183864,8332
Jonesburg State Bank,8896,2,64805,8333
New Frontier Bank,35597,2,85051,8334
Health Care Family Credit Union,63249,2,0,8335
Citizens-Farmers Bank,11463,2,96838,8336
Farmers Bank of Lincoln,8267,2,92424,8337
Montrose Savings Bank,8594,2,39708,8338
Heritage Bank of the Ozarks,57576,2,75140,8339
Meramec Valley Bank,19200,2,74647,8340
First Missouri Credit Union,62716,2,0,8341
FortuneBank,58107,2,124240,8342
Century Credit Union,60435,2,0,8343
Bank of Minden,19954,2,24650,8344
Metz Banking Company,1945,2,63336,8345
Riverways Federal Credit Union,12890,2,0,8346
Peoples Bank of Seneca,34146,2,131830,8347
Community National Bank,57395,2,85946,8348
Community Financial Credit Union,63389,2,1069425000,8349
Seymour Bank,15701,2,111325,8350
Bank of Salem,14349,2,82583,8351
Peoples Bank of Altenburg,12226,2,52368,8352
Table Rock Community Bank,58300,2,59498,8353
Alton Bank,8276,2,52760,8354
First Missouri State Bank,8282,2,128334,8355
Citizens Bank of Charleston,17830,2,104778,8356
Kennett Trust Bank,18879,2,84619,8357
MUNA Federal Credit Union,15108,2,0,8358
Ferguson Federal Credit Union,18515,2,0,8359
Gulf Trust Credit Union,61356,2,0,8360
Three Rivers Bank of Montana,21557,2,93607,8361
Garfield County Bank,18164,2,63244,8362
Redwater Valley Bank,18164,2,63244,8363
Pioneer Federal Savings & Loan Association,29517,2,80609,8364
Southwest Montana Community Federal Credit Union,4401,2,0,8365
Northwestern Energy Employees Federal Credit Union,21609,2,22889465,8366
"Jackson Savings Bank, SSB",31266,2,27152,8367
Nantahala Bank & Trust Company,57784,2,127408,8368
NewDominion Bank,57888,2,247818,8369
Hanesbrands Credit Union,60881,2,0,8370
Greensboro Municipal Credit Union,24840,2,0,8371
Local Government Federal Credit Union,24003,2,0,8372
WEYCO Credit Union,66324,2,57109409,8373
Coastal Bank & Trust,58899,2,68765,8374
Peoples State Bank of Velva,10250,2,95005,8375
Peoples State Bank,13196,2,63636,8376
Affinity First Federal Credit Union,12980,2,49589,8377
First State Bank of Harvey,8383,2,75478,8378
Aspire Financial,3934,2,21074,8379
First & Farmers Bank,16082,2,46463,8380
First Security Bank-West,10253,2,55815,8381
Quality Bank,9425,2,26038,8382
VISIONBank,57892,2,134677,8383
"Peoples State Bank, Fairmount, ND",17174,2,21995,8384
First National Bank of Chadron,16859,2,96623,8385
West Plains Bank,5369,2,86392,8386
Brunswick State Bank,13692,2,78955,8387
Dale Employees Federal Credit Union,24872,2,27454509,8388
Stanton State Bank,5478,2,41339,8389
Washington County Bank,12241,2,258442,8390
Hershey State Bank,19809,2,62640,8391
Security State Bank,10643,2,158681,8392
Custer Federal State Bank,28543,2,83451,8393
Gothenburg State Bank,10639,2,116553,8394
Potter State Bank,17205,2,33755,8395
"American Bank of Sidney, Nebraska",5475,2,69891,8396
Kimball State Bank,17205,2,33755,8397
Columbus Bank & Trust Company,15010,2,90503,8398
Columbus United Federal Credit Union,24402,2,0,8399
First National Bank & Trust of Fullerton,5405,2,52249,8400
Bank of Clarks,16953,2,32790,8401
Farmers State Bank,16953,2,32790,8402
Two Rivers State Bank,34468,2,110607,8403
Scribner Bank,14026,2,61962,8404
Bank of Prague,12745,2,20038,8405
Wahoo State Bank,1163,2,61319,8406
"First Westroads Bank, Inc",19742,2,224802,8407
Foundation One Bank,18761,2,61990,8408
Enterprise Bank,33380,2,215393,8409
Omaha Douglas Federal Credit Union,6208,2,0,8410
Neighborhood Community Federal Credit Union,24396,2,0,8411
Dundee Bank,10643,2,158681,8412
University of Nebraska Federal Credit Union,2384,2,0,8413
American Exchange Bank,10647,2,36192,8414
"Cass County Bank, Inc",19645,2,54309,8415
First Central Bank McCook,34995,2,81010,8416
Adams County Bank,14311,2,106554,8417
F&M Bank,5401,2,107798,8418
Members First Credit Union of New Hampshire,65491,2,0,8419
GSL Savings Bank,28708,2,76359,8420
Princeton Federal Credit Union,21009,2,0,8421
Metuchen Savings Bank,30099,2,224128,8422
Freehold Savings Bank,30519,2,154603,8423
Delanco Federal Savings,28631,2,109061,8424
Energy People Federal Credit Union,13729,2,10982,8425
Haddon Savings Bank,28222,2,248511,8426
Atlantic City Electric Company Employees FCU,3755,2,0,8427
Bridgeton Onized Federal Credit Union,3476,2,0,8428
Millville Savings Bank,30183,2,123926,8429
Western Bank of Clovis,22059,2,43683,8430
Cannon Federal Credit Union,7822,2,0,8431
Bank of Clovis,57022,2,182092,8432
American Heritage Bank,57025,2,69912,8433
Santa Fe Federal Credit Union,9971,2,0,8434
"First New Mexico Bank, Las Cruces",58745,2,103146,8435
Plus Credit Union,86756,2,0,8436
Charles Schwab Bank,57450,2,113077000,8437
Bank of George,58626,2,112183,8438
Kirkwood Bank of Nevada,58806,2,63229,8439
Elko Federal Credit Union,13800,2,0,8440
Citizens National Bank of Hammond,14820,2,17383,8441
Gouverneur Savings & Loan Association,30976,2,84966,8442
Massena Savings & Loan Association,30429,2,117993,8443
Citizens Bank of Cape Vincent,8908,2,54150,8444
Greater Niagara Federal Credit Union,9537,2,0,8445
Ontario Shores Federal Credit Union,14462,2,0,8446
Western Division Federal Credit Union,24731,2,1169569000,8447
Riverside Federal Credit Union,24715,2,1169569000,8448
Alden State Bank,9831,2,241627,8449
Pittsford Federal Credit Union,19085,2,105387907,8450
Cayuga Lake National Bank,6954,2,134176,8451
First National Bank of Groton,7085,2,135828,8452
Geddes Federal Savings & Loan Association,30397,2,416893,8453
Syracuse Cooperative Federal Credit Union,23865,2,0,8454
Mohawk Valley Federal Credit Union,20823,2,2325405,8455
CrossRoads Community Federal Credit Union,2508,2,0,8456
UHS Employees Federal Credit Union,21586,2,0,8457
Community Resource Federal Credit Union,770,2,0,8458
Greater Metro Federal Credit Union,20382,2,0,8459
Hanover Community Bank,58675,2,188749,8460
"Eastbank, National Association",25749,2,157240,8461
LOMTO Federal Credit Union,1532,2,0,8462
United Orient Bank,23373,2,89040,8463
Spring Bank,58668,2,103921,8464
Metamora State Bank,16167,2,55486,8465
Corn City State Bank,12980,2,49589,8466
Maumee Valley Credit Union,97053,2,1086292000,8467
Commodore Perry Federal Credit Union,21873,2,0,8468
Educational Community Alliance Credit Union,68181,2,0,8469
Hancock Federal Credit Union,2815,2,98120237,8470
Millstream Area Credit Union Inc,96756,2,0,8471
Your Legacy Federal Credit Union,7674,2,0,8472
School Employees Lorain County Credit Union,97094,2,0,8473
Emerald Credit Union,97077,2,0,8474
Taleris Credit Union Inc,95821,2,0,8475
Firestone Federal Credit Union,14066,2,0,8476
Portage Community Bank,34760,2,238209,8477
Galion Building & Loan Bank,32307,2,56144,8478
Peoples Savings & Loan Company,29813,2,111643,8479
Wayne County Community Federal Credit Union,17449,2,0,8480
Summit Federal Credit Union,7182,2,0,8481
Peoples Savings & Loan Company,30889,2,41571,8482
Citizens Federal S&L Association of Bellefontaine,28060,2,130005,8483
Hopewell Federal Credit Union,15307,2,0,8484
Fidelity Federal S&L Association of Delaware,29521,2,80315,8485
Citizens National Bank of McConnelsville,6638,2,69158,8486
Southeastern Ohio Credit Union,96674,2,0,8487
Brookville Building & Savings Association,28663,2,35763,8488
Allwealth Federal Credit Union,5845,2,0,8489
Valley Central Savings Bank,28555,2,68722,8490
Postal Family Credit Union Inc,97079,2,0,8491
Standing Stone Bank,27506,2,83394,8492
"Rockhold,Brown & Company Bank",16193,2,29893,8493
Waterford Commercial & Savings Bank,8397,2,36973,8494
Watch Hill Bank,27968,2,69568,8495
Liberty Bank,28463,2,47944,8496
Ohio University Credit Union,61048,2,0,8497
Riverview Credit Union Inc,62413,2,0,8498
"SNB Bank, National Association",4196,2,80606,8499
City Bank & Trust Company,4107,2,156332,8500
First State Bank,2301,2,164523,8501
"First State Bank of Pond Creek, Oklahoma",11527,2,48855,8502
Cleo State Bank,406,2,83620,8503
Community National Bank of Okarche,25161,2,66987,8504
Lakeside State Bank,22217,2,54944,8505
First Pryority Bank,4185,2,114558,8506
Southwest Bank of Weatherford,4076,2,64627,8507
First State Bank,399,2,25557,8508
AllNations Bank,4051,2,45520,8509
Community State Bank,27201,2,46393,8510
Payne County Bank,12485,2,125519,8511
Bank of Cushing,4075,2,105042,8512
University & Community Federal Credit Union,18965,2,0,8513
First Bank of Chandler,4056,2,78258,8514
"Triad Bank, National Association",24677,2,148520,8515
Oklahoma Capital Bank,18856,2,44068,8516
Green Country Federal Credit Union,24613,2,0,8517
First National Bank of Coweta,4071,2,67229,8518
First State Bank,12283,2,84727,8519
"First Bethany Bank & Trust, National Association",4228,2,141881,8520
Integris Federal Credit Union,17218,2,0,8521
Citizens State Bank,419,2,338034,8522
First National Bank,4111,2,64839,8523
Security First National Bank,432,2,88264,8524
Trailhead Credit Union,644,2,0,8525
"Pioneer Trust Bank, National Association",19827,2,337767,8526
Summit Bank,57706,2,176075,8527
Guthrie Federal Credit Union,23394,2,0,8528
Grove City Area Federal Credit Union,6722,2,0,8529
Horizon Federal Credit Union,10687,2,0,8530
West Branch Valley Federal Credit Union,7821,2,0,8531
Merho Federal Credit Union,20921,2,0,8532
Hometown Bank of Pennsylvania,58470,2,116117,8533
Bank of Bird in Hand,59074,2,73583,8534
Discovery Federal Credit Union,12935,2,0,8535
First Resource Bank,57967,2,163731,8536
Tri County Area Federal Credit Union,6269,2,0,8537
New Tripoli Bank,7659,2,271871,8538
Lehigh Valley Educators Credit Union,64606,2,218269,8539
Quaint Oak Bank,35497,2,135607,8540
Inspire Federal Credit Union,1759,2,0,8541
Spirit Financial Credit Union,60369,2,194285086,8542
Monument Bank,58757,2,171727,8543
County Savings Bank,29231,2,57869,8544
Transit Workers Federal Credit Union,17885,2,0,8545
Freedom National Bank,57254,2,84513,8546
GHS Federal Credit Union,9602,2,0,8547
Turbine Federal Credit Union,22452,2,0,8548
VITAL Federal Credit Union,24536,2,0,8549
Neighbors United Federal Credit Union,24851,2,0,8550
Greenwood Municipal Federal Credit Union,21628,2,0,8551
Spratt Savings & Loan Association,30987,2,80294,8552
Palmetto First Federal Credit Union,24491,2,0,8553
Pee Dee Federal Savings Bank,29582,2,30048,8554
Santee-Cooper Employees Credit Union,60745,2,0,8555
Bank of Greeleyville,15113,2,72480,8556
First National Bank in Philip,3999,2,214567,8557
"Campbell County Bank, Inc",16161,2,73809,8558
First National Bank in Faith,3999,2,214567,8559
"Black Hills Community Bank, National Association",58723,2,140332,8560
Peoples State Bank,9950,2,53584,8561
First State Bank of Warner,6074,2,53934,8562
HealthCare Plus Federal Credit Union,23371,2,0,8563
Farmers & Merchants State Bank,501,2,83768,8564
DNB National Bank,3977,2,58898,8565
Valley Exchange Bank,9947,2,64053,8566
Security National Bank of South Dakota,34394,2,148096,8567
Greenfield Banking Company,15255,2,42691,8568
Civic Bank & Trust,58040,2,111002,8569
Tennessee Bank & Trust,59101,2,361032,8570
Peoples Bank & Trust Company of Pickett County,22756,2,100091,8571
Security Federal Bank,31381,2,43296,8572
Lauderdale County Bank,22835,2,45794,8573
Bank of Halls,10315,2,61483,8574
iTrust Federal Credit Union,20722,2,0,8575
Shelby County Federal Credit Union,14733,2,0,8576
Resource Federal Credit Union,24575,2,0,8577
Security Federal Savings Bank of McMinnville,31146,2,156985,8578
Coffee County Bank,22090,2,118540,8579
Southern Credit Union,66980,2,0,8580
State National Bank of Groom,3237,2,32218,8581
Bank of Commerce,25328,2,29411,8582
First Capital Bank,3399,2,39026,8583
Caprock Federal Credit Union,16813,2,0,8584
West Texas State Bank,16866,2,126965,8585
Texoma Community Credit Union,61527,2,0,8586
Postel Family Credit Union,67554,2,0,8587
"Citizens Bank, National Association",12309,2,84138,8588
Haskell National Bank,14399,2,71083,8589
First National Bank of Weatherford,5575,2,184889,8590
Members Trust of the Southwest FCU,1584,2,0,8591
Dallas Federal Credit Union,5905,2,0,8592
Texas Brand Bank,57922,2,115047,8593
Pegasus Bank,58483,2,341058,8594
United Texas Bank,26626,2,219273,8595
Providence Bank of Texas,58560,2,95531,8596
Members Credit Union,67649,2,0,8597
"Affiliated Bank, National Association",34885,2,374668,8598
Service 1st Credit Union,67645,2,0,8599
Cass County Bank,3358,2,83665,8600
Morris County National Bank,3358,2,83665,8601
Mountain Star Federal Credit Union,856,2,3262332,8602
First Presidio Bank,3320,2,100309,8603
Marfa National Bank,3320,2,100309,8604
Southwest 66 Credit Union,67550,2,279332,8605
Southwest Heritage Credit Union,60533,2,1302283,8606
MTCU,67642,2,0,8607
Big Spring Education Employees Federal CU,10577,2,0,8608
Citizens State Bank,15519,2,90826,8609
Abilene Federal Credit Union,6503,2,0,8610
Coleman County State Bank,15480,2,94260,8611
Citizens National Bank at Brownwood,14779,2,175212,8612
Commercial National Bank of Brady,3110,2,138720,8613
First National Bank of Burleson,23430,2,162764,8614
Citizens National Bank of Hillsboro,3255,2,140746,8615
Centex Citizens Credit Union,67416,2,0,8616
Bridge City State Bank,18155,2,163250,8617
Sabine Federal Credit Union,5866,2,0,8618
Zavala County Bank,15105,2,59200,8619
Texas Hill Country Bank,58932,2,55789,8620
Rockdale Federal Credit Union,19926,2,0,8621
Community Service Credit Union,67974,2,1879226,8622
First State Bank of Bedias,16895,2,142437,8623
First National Bank of Anderson,3075,2,155678,8624
Castroville State Bank,17979,2,122055,8625
Southwest Research Center Federal Credit Union,10913,2,279550033,8626
City Public Service/IBEW Federal Credit Union,3710,2,0,8627
United San Antonio Community Federal Credit Union,10245,2,0,8628
Commerce Bank Texas,15346,2,39106,8629
Hill Bank & Trust Company,11902,2,106179,8630
Frontier Bank of Texas,58509,2,117161,8631
Texas Bay Credit Union,67465,2,0,8632
Chasewood Bank,24272,2,94374,8633
Lone Star Bank,58324,2,89753,8634
Houston Metropolitan Federal Credit Union,24570,2,57109409,8635
BP Federal Credit Union,24445,2,0,8636
SPCO Credit Union,61438,2,0,8637
First National Bank of Lake Jackson,18895,2,236653,8638
First National Bank of Alvin,18282,2,101743,8639
Tex Mex Credit Union,67579,2,279550033,8640
San Patricio County Teachers Federal Credit Union,11721,2,0,8641
First National Bank of Woodsboro,5593,2,54052,8642
Texas Bridge Credit Union,61306,2,0,8643
Spring Hill State Bank,22526,2,154939,8644
Sallie Mae Bank,58177,2,10926041,8645
TAB Bank,34781,2,476199,8646
Gunnison Valley Bank,1250,2,69501,8647
Healthcare Systems Federal Credit Union,24564,2,0,8648
Baylands Family Credit Union,68686,2,0,8649
Blue Grass Valley Bank,8672,2,33160,8650
RiverTrace Federal Credit Union,11150,2,0,8651
VCC Bank,58658,2,76623,8652
Jackson River Community Credit Union,66967,2,57109409,8653
"Cornerstone Bank, National Association",58859,2,101139,8654
Mountain Empire Federal Credit Union,8197,2,0,8655
Fort Lee Federal Credit Union,7722,2,0,8656
Merchants Commercial Bank,58184,2,123373,8657
First National Bank of Orwell,6280,2,44028,8658
Opportunities Credit Union,67251,2,0,8659
Inspirus Credit Union,68362,2,494576,8660
Progressions Credit Union,68255,2,0,8661
MountainCrest Credit Union,68253,2,0,8662
South Sound Bank,35355,2,145136,8663
Hayward Community Credit Union,66881,2,19772446,8664
Bay Bank,34052,2,63105,8665
Oostburg State Bank,10380,2,149274,8666
Sheboygan Area Credit Union,66616,2,0,8667
Black River Country Bank,15152,2,59886,8668
Farmers State Bank,10004,2,59034,8669
Genoa State Bank,21085,2,31327,8670
Bank of Ontario,21085,2,31327,8671
Bank of Deerfield,2477,2,107032,8672
Madison Credit Union,66431,2,0,8673
Capitol Bank,34074,2,248864,8674
State Bank of Reeseville,14960,2,47623,8675
First National Bank at Darlington,14468,2,85728,8676
Iron County Community Credit Union,66503,2,52924,8677
Ripco Credit Union,67183,2,0,8678
Bank of Lake Mills,8695,2,154186,8679
1st Community Credit Union,67012,2,141957594,8680
Timberwood Bank,15158,2,133497,8681
Firefighters Credit Union,66423,2,405277,8682
Union State Bank of West Salem,14560,2,58859,8683
Merrill Community Bank,30516,2,75696,8684
Tomahawk Community Bank SSB,30516,2,75696,8685
Community Financial Bank,27053,2,22318,8686
Mitchell Bank,13029,2,43684,8687
Brewery Credit Union,66637,2,0,8688
Central Wisconsin Credit Union,66513,2,0,8689
Members Advantage Credit Union,66633,2,0,8690
Fox River State Bank,57504,2,67458,8691
Bank of Prairie du Sac,14660,2,312266,8692
Choice Bank,58244,2,194351,8693
KeySavings Bank,29691,2,63572,8694
"Williamstown Bank, Inc",14744,2,131415,8695
One Community Federal Credit Union,12143,2,0,8696
Citizens Bank of Weston,19674,2,159234,8697
Davis Trust Company,2453,2,125462,8698
Clay County Bank,2444,2,70621,8699
Alloy Federal Credit Union,20324,2,0,8700
Element Federal Credit Union,23162,2,0,8701
First Federal Bank & Trust,29537,2,196198,8702
RSNB Bank,2229,2,329457,8703
WYHY Federal Credit Union,9094,2,0,8704
Wyoming Bank & Trust,8718,2,137182,8705
Oregonian Federal Credit Union,60001,2,0,8706
"CNB Florida Bancshares, INC",27515,2,0,8707
State Bank,34441,2,35145,8708
Valley Health Credit Union,66404,2,0,8709
Tonawanda Community Federal Credit Union,22464,2,0,8710
Mid-Coast Savings Bank,5570,2,0,8711
Hawaii Central Federal Credit Union,24839,2,0,8712
NARC Federal Credit Union,3072,2,0,8713
Tower Bank,58166,2,0,8714
Bethex Federal Credit Union,19907,2,0,8715
TPS Credit Union,68181,2,0,8716
Park View Federal Savings Bank,28235,2,0,8717
Silicone Employees Federal Credit Union,21514,1,0,8718
Bakersfield City Employees Credit Union,1339,1,267385,8719
Charter National Bank & Trust,23187,1,0,8720
Citizens State Bank,19753,1,0,8721
Tonawanda Valley Federal Credit Union,22167,1,0,8722
Local No 20 IBEW Federal Credit Union,16429,1,0,8723
Atlantic Financial Federal Credit Union,6652,1,0,8724
"Inez Deposit Bank, FSB",2705,1,0,8725
Health Systems Credit Union,67736,1,0,8726
Kellogg San Leandro Federal Credit union,68484,1,0,8727
First National Bank in Pratt,4760,1,94297,8728
Dakota Star Federal Credit Union,8039,1,0,8729
Commercial Bank,19595,1,33520,8730
Funeral Service Credit Union,66253,1,0,8731
Turtle Mountain State Bank,58586,1,30805,8732
Home State Bank,16902,1,0,8733
Peoples Bank,9489,1,128772,8734
Farmers Bank,1692,1,0,8735
Great Falls Regional Federal Credit Union,10221,1,0,8736
Panora State Bank,18001,1,53073,8737
Plus International Bank,57083,1,100943,8738
Wright Credit Union,67564,1,410930,8739
Peoples Community Bank,32288,1,0,8740
Alabama Postal Credit Union,64645,1,0,8741
Independence Bank,22925,1,147839,8742
Anahuac National Bank,22381,1,95461,8743
Commercial National Bank of Lanse,10548,1,0,8744
"Bank of Louisa, National Association",57770,1,0,8745
Commercial State Bank,16188,1,18832,8746
CerescoBank,1993,1,37200,8747
Huntingdon Savings Bank,30031,1,13125,8748
Bank of Escondido,57590,1,0,8749
Avestar Credit Union,66537,1,0,8750
Dillards Federal Credit Union,21268,1,0,8751
Arkansas Teachers Federal Credit Union,24433,1,0,8752
Gowanda Area Federal Credit Union,818,1,0,8753
AFGM Enterprises Federal Credit Union,15618,1,0,8754
"Hillcrest Bank, National Association",59015,1,0,8755
Show-Me Credit Union,62960,1,13251681,8756
Healthcare Financial Federal Credit Union,6626,1,0,8757
Puget Sound Bank,57955,1,0,8758
Mount Rainier Federal Credit Union,18068,1,0,8759
McIntosh State Bank,19237,1,0,8760
"Centerstate Bank, National Association",32699,1,0,8761
River City Credit Union,60309,1,0,8762
Alexandria Municipal Employees Credit Union,62438,1,0,8763
Bloomington Municipal Credit Union,63103,1,0,8764
First State Bank,591,1,0,8765
MCT Federal Credit Union,13766,1,0,8766
Price Chopper Employees Federal Credit Union,23757,1,0,8767
Central State Hospital Credit Union,61461,1,0,8768
Priority One Credit Union,60024,1,0,8769
Ward County Teachers Credit Union,67571,1,0,8770
Richmond Heritage Federal Credit Union,1282,1,0,8771
First Priority Credit Union,67542,1,208472,8772
Wayne-Westland Federal Credit Union,5928,1,0,8773
Public Service Federal Credit Union,11779,1,0,8774
West Orange Municipal Credit Union,10432,1,0,8775
State Savings Bank,8513,1,69677,8776
Blencoe State Bank,13446,1,0,8777
Hedrick Savings Bank,14973,1,0,8778
Commerce National Bank,57566,1,0,8779
Allegis Credit Union,60445,1,0,8780
"Diamond Bank, FSB",29539,1,0,8781
Chelsea Employees Federal Credit Union,851,1,0,8782
First State Bank,8604,1,28258,8783
Hazleton School Employees Credit Union,64833,1,0,8784
Southern Gas Federal Credit Union,23327,1,0,8785
Heritage National Bank,25233,1,0,8786
"Waterford Bank, National Association",58433,1,457450,8787
Envision Credit Union,66450,1,0,8788
Bank of Cattaraugus,9406,1,17000,8789
Hornell Erie Federal Credit Union,9543,1,194285086,8790
Town of Palm Beach Federal Credit Union,16834,1,0,8791
Ever $ Green Federal Credit Union,18649,1,0,8792
Rome Federal Credit Union,1810,1,0,8793
Brazosport Teachers Federal Credit Union,5462,1,0,8794
HMSA Employees Federal Credit Union,14303,1,0,8795
Bank of Newman Grove,5447,1,29662,8796
First State Bank,16600,1,126350,8797
Lawrenceburg Federal Bank,29186,1,41712,8798
Allstate Bank,34782,1,0,8799
Saint Stephen State Bank,17522,1,0,8800
Lakeside Federal Credit Union,6577,1,0,8801
Arlington Municipal Federal Credit Union,9805,1,0,8802
Northern Hancock Bank & Trust Co,22647,1,0,8803
Decatur Postal Credit Union,65841,1,1086292000,8804
Decatur Medical-Dental Credit Union,65842,1,0,8805
Jacksonville Bank,34941,1,0,8806
Saint Elizabeth Employees Credit Union,66729,1,0,8807
Evergreen Credit Union,66395,1,0,8808
American Exchange Bank,428,1,53450,8809
"Prudential Bank & Trust, FSB",32957,1,0,8810
Regal Bank & Trust,32370,1,0,8811
Mutual Savings & Loan Association,27716,1,24356,8812
Linkage Credit Union,67519,1,0,8813
Rochester Polish Federal Credit Union,22078,1,0,8814
Hope Federal Credit Union,220,1,0,8815
CalCom Federal Credit Union,18623,1,0,8816
Powell State Bank,18302,1,24312,8817
Potomac Federal Credit Union,9445,1,0,8818
Mint Valley Federal Credit Union,1827,1,0,8819
Jacksonville Postal and Professional Credit Union,67298,1,0,8820
Farmers Federal Credit Union,26,1,2464736,8821
Port Arthur Teachers Federal Credit Union,8413,1,0,8822
Citizens State Bank,16581,1,30227,8823
Springfield Teachers Credit Union,61157,1,0,8824
Liberty Bank,23754,1,212665,8825
All Saints Federal Credit Union,4845,1,0,8826
BSE Credit Union,97078,1,0,8827
National City Bank,28671,1,0,8828
First Federal Savings Bank of Elizabethtown,28610,1,0,8829
Sherchem Federal Credit Union,19920,1,0,8830
Youngstown City Schools Credit Union Inc,96812,1,0,8831
State Bank of Wapello,15308,1,34194,8832
Tradesmen Community Credit Union,64361,1,0,8833
"MainStreet Savings Bank, FSB",28136,1,0,8834
Auto-Owners Associates Credit Union,62543,1,23591,8835
Alpha Credit Union,67872,1,0,8836
Boston Globe Employees Credit Union,68007,1,0,8837
Corporate America Credit Union,65991,1,0,8838
Citizens State Bank,22523,1,59771,8839
Champion Community Credit Union,63614,1,0,8840
Starr County Teachers Federal Credit Union,18559,1,0,8841
Missouri Baptist Credit Union,64718,1,1666991,8842
Big Spring Government Employees Credit Union,6937,1,0,8843
Ely Area Credit Union,63398,1,0,8844
Southwest Corporate Federal Credit Union,22140,1,0,8845
First National Bank of Fleming,3018,1,20309,8846
Good Samaritan Federal Credit Union,21144,1,0,8847
Evergreen International Bank,58391,1,0,8848
Miners National Bank,5141,1,51679,8849
Horizons North Credit Union,68274,1,0,8850
Greater West Haven Federal Credit Union,2936,1,0,8851
El Reno Reformatory Federal Credit Union,1113,1,3137585,8852
Landmark National Bank,57324,1,0,8853
Lisbon Community Federal Credit Union,13190,1,0,8854
Sabattus Regional Credit Union,64062,1,0,8855
Alcon Employees Federal Credit Union,20990,1,573640,8856
Citizens Bank & Trust Company,6100,1,23778,8857
Acme Federal Credit Union,3447,1,0,8858
Sterling Heights Community Federal Credit Union,7927,1,0,8859
Rutgers Federal Credit Union,9237,1,0,8860
Rivoli Bank & Trust,27367,1,0,8861
Essex Group Federal Credit Union,10136,1,0,8862
Clarence State Bank,16247,1,16408,8863
Central Bank of Moberly,15142,1,116556,8864
Prospectors FCU,6072,1,0,8865
IBEW/SJ Cascade Federal Credit Union,14402,1,0,8866
Beacon Mutual Federal Credit Union,12407,1,0,8867
The Way Credit Union Inc,66066,1,0,8868
Allegan Community Federal Credit Union,5185,1,0,8869
Trico Community Federal Credit Union,9809,1,0,8870
Florida Rural Electric Credit Union,67561,1,0,8871
Encentus Federal Credit Union,20015,1,4128988,8872
American Exchange Bank,2328,1,54218,8873
State Bank of Chittenango,12940,1,0,8874
LICU Corporate Federal Credit Union,23325,1,0,8875
Pinnacle Bank,11256,1,0,8876
"SouthBank, FSB",33109,1,0,8877
Texico State Bank,19693,1,7312,8878
Century Bank of Florida,35558,1,51970,8879
Jackson County Co-Op Credit Union,97063,1,0,8880
Coxsackie Correctional Employees Federal CU,888,1,0,8881
IBEW 76 Federal Credit Union,11949,1,0,8882
Vatat Credit Union,67661,1,0,8883
Southern Star Credit Union,67660,1,0,8884
Pine Island Bank,12193,1,62121,8885
Utah Federal Credit Union,7546,1,0,8886
Premier Bank,34016,1,0,8887
Holladay Bank & Trust,21448,1,45717,8888
Putnam County Federal Credit Union,19547,1,0,8889
"Bank of Seligman, A Division of Security Bank",9806,1,0,8890
Sidell State Bank,15807,1,0,8891
First National Bank in Fredonia,13798,1,83519,8892
First National Bank of Chester County,7802,1,0,8893
First National Bank of Hope,3875,1,0,8894
Woodforest Bank,31123,1,0,8895
Kingsville Community Federal Credit Union,1879,1,0,8896
TruGrocer Federal Credit Union,17127,1,59623,8897
Alamosa Credit Union,64854,1,0,8898
North Franklin Federal Credit Union,21026,1,0,8899
Pittsburgh Central Federal Credit Union,1853,1,0,8900
Saint Martin National Bank,18937,1,16565,8901
NorthStar Bank,22710,1,0,8902
Peoples Bank of Macon,19105,1,17298,8903
Paramount Bank,34673,1,0,8904
Corporate One Federal Credit Union,24635,1,0,8905
Security State Bank,421,1,166716,8906
Missouri State B&T,1081,1,0,8907
Coast-Tel Federal Credit Union,13090,1,0,8908
Valley Republic Bank,58828,1,422656,8909
Central Maine Federal Credit Union,6936,1,0,8910
Union Trust Company,9,1,0,8911
Central Indiana Schools Comm Federal,16123,1,0,8912
Texas Health Resources Credit Union,67413,1,0,8913
Superior Federal Credit Union,9845,1,0,8914
Peoples State Bank,10345,1,99773,8915
FirstCapital Bank,30448,1,0,8916
Macon Firemens Credit Union,67687,1,0,8917
Uni Credit Union,65071,1,0,8918
Apalachicola State Bank,9619,1,0,8919
PostCity Financial Credit Union,86063,1,0,8920
Hardin County Bank,20993,1,373475,8921
Salina Interparochial Credit Union,67799,1,0,8922
BankGloucester,26536,1,168858,8923
Central Texas Teachers Credit Union,67425,1,0,8924
Winthrop-University Hospital Employee Credit Union,21168,1,0,8925
Americo Federal Credit Union,12752,1,274774,8926
Loco & Cont Employees Federal Credit Union,1111,1,0,8927
Simmons First Bank of Hot Springs,34473,1,0,8928
American Pride Credit Union,60389,1,0,8929
ARC Federal Credit Union,11304,1,0,8930
Kankakee Terminal Belt Credit Union,60536,1,0,8931
First National Bank of Grant Park,3675,1,0,8932
United Bank,26486,1,0,8933
Coast Bank of Florida,35397,1,0,8934
First America Bank,57722,1,0,8935
Landmark Bank of Florida,35244,1,0,8936
Tri-Parish Bank,16119,1,0,8937
Flint River National Bank,57786,1,0,8938
Frederica Credit Union,67939,1,0,8939
United Commercial Bank,32469,1,0,8940
Mead Employees Credit Union,67353,1,0,8941
Crescent Bank & Trust Company,27559,1,0,8942
